ncm;nac;imp;est;mun
117011110;13.45;15.45;25.00;2.00
117011120;13.45;15.45;25.00;2.00
117011130;13.45;15.45;25.00;2.00
117011210;13.45;15.45;25.00;2.00
117011220;13.45;15.45;25.00;2.00
117011230;13.45;15.45;25.00;2.00
117011300;13.45;15.45;25.00;2.00
117011400;13.45;15.45;25.00;2.00
117011500;13.45;15.45;25.00;2.00
117011900;13.45;15.45;25.00;2.00
117012110;13.45;15.45;25.00;2.00
117012120;13.45;15.45;25.00;2.00
117012130;13.45;15.45;25.00;2.00
117012210;13.45;15.45;25.00;2.00
117012220;13.45;15.45;25.00;2.00
117012230;13.45;15.45;25.00;2.00
117012300;13.45;15.45;25.00;2.00
117012400;13.45;15.45;25.00;2.00
117012500;13.45;15.45;25.00;2.00
117012610;13.45;15.45;25.00;2.00
117012620;13.45;15.45;25.00;2.00
117012700;13.45;15.45;25.00;2.00
117012900;13.45;15.45;25.00;2.00
117013010;13.45;15.45;25.00;2.00
117013020;13.45;15.45;25.00;2.00
117013031;13.45;15.45;25.00;2.00
117013032;13.45;15.45;25.00;2.00
117013033;13.45;15.45;25.00;2.00
117013040;13.45;15.45;25.00;2.00
117014010;13.45;15.45;25.00;2.00
117014020;13.45;15.45;25.00;2.00
117015010;13.45;15.45;25.00;2.00
117015020;13.45;15.45;25.00;2.00
117015030;13.45;15.45;25.00;2.00
117015090;13.45;15.45;25.00;2.00
117019000;13.45;15.45;25.00;2.00
117021000;13.45;15.45;0.00;2.00
117022100;13.45;15.45;0.00;2.00
117022200;13.45;15.45;0.00;2.00
117029000;13.45;15.45;0.00;2.00
117031000;13.45;15.45;0.00;2.00
117032000;13.45;15.45;0.00;2.00
117033000;13.45;15.45;0.00;2.00
117034000;13.45;15.45;0.00;2.00
117035000;13.45;15.45;0.00;2.00
117039000;13.45;15.45;0.00;2.00
117041000;13.45;15.45;0.00;3.17
117042000;13.45;15.45;0.00;3.17
117049000;13.45;15.45;0.00;3.17
117051000;13.45;15.45;0.00;2.95
117052000;13.45;15.45;0.00;2.95
117061100;13.45;15.45;0.00;2.00
117061210;13.45;15.45;0.00;2.00
117061220;13.45;15.45;0.00;2.00
117062100;13.45;15.45;0.00;2.00
117062200;13.45;15.45;0.00;2.00
117063000;13.45;15.45;0.00;2.00
117064000;13.45;15.45;0.00;2.00
117069000;13.45;15.45;0.00;5.00
118011000;13.45;15.45;0.00;3.05
118012100;13.45;15.45;0.00;3.01
118012200;13.45;15.45;0.00;3.01
118019000;13.45;15.45;0.00;3.01
118021000;13.45;15.45;0.00;3.13
118022000;13.45;15.45;0.00;3.13
118023000;13.45;15.45;0.00;3.13
118024000;13.45;15.45;0.00;3.19
118025000;13.45;15.45;0.00;3.01
118029000;13.45;15.45;0.00;2.95
118031000;13.45;15.45;0.00;3.22
118032000;13.45;15.45;0.00;2.91
118033000;13.45;15.45;0.00;2.91
118041100;13.45;15.45;0.00;3.08
118041900;13.45;15.45;0.00;3.08
118042100;13.45;15.45;0.00;3.01
118042200;13.45;15.45;0.00;3.01
118042300;13.45;15.45;0.00;3.01
118043000;13.45;15.45;0.00;3.01
118044000;13.45;15.45;0.00;3.01
118045000;13.45;15.45;0.00;2.98
118046100;13.45;15.45;0.00;3.01
118046200;13.45;15.45;0.00;3.01
118051000;13.45;15.45;0.00;4.91
118052000;13.45;15.45;0.00;4.91
118053100;13.45;15.45;0.00;2.00
118053900;13.45;15.45;0.00;2.00
118054000;13.45;15.45;0.00;2.97
118055100;13.45;15.45;0.00;2.97
118055200;13.45;15.45;0.00;2.97
118055300;13.45;15.45;0.00;2.97
118056100;13.45;15.45;0.00;3.05
118056200;13.45;15.45;0.00;3.05
118056300;13.45;15.45;0.00;3.04
118056900;13.45;15.45;0.00;3.05
118057000;13.45;15.45;0.00;3.06
118059011;13.45;15.45;0.00;2.00
118059012;13.45;15.45;0.00;2.00
118059013;13.45;15.45;0.00;2.00
118059020;13.45;15.45;0.00;2.70
118059030;13.45;15.45;0.00;3.11
118059090;13.45;15.45;0.00;3.03
119011000;13.45;15.45;0.00;3.24
119012000;13.45;15.45;0.00;3.24
119013000;13.45;15.45;0.00;3.24
119014000;13.45;15.45;0.00;3.24
119015000;13.45;15.45;0.00;3.24
119021000;13.45;15.45;0.00;2.40
119029000;13.45;15.45;0.00;2.40
119031100;13.45;15.45;0.00;2.00
119031200;13.45;15.45;0.00;2.00
119032000;13.45;15.45;0.00;2.00
119033000;13.45;15.45;0.00;2.00
119034000;13.45;15.45;0.00;2.00
120011000;13.45;15.45;0.00;3.05
120012000;13.45;15.45;0.00;3.00
120013100;13.45;15.45;0.00;3.05
120013200;13.45;15.45;0.00;3.05
120013300;13.45;15.45;0.00;3.05
120013929;13.45;15.45;0.00;3.05
120015100;13.45;15.45;0.00;3.04
120015200;13.45;15.45;0.00;3.04
120015300;13.45;15.45;0.00;3.04
120015400;13.45;15.45;0.00;3.04
120015910;13.45;15.45;0.00;3.05
120015990;13.45;15.45;0.00;3.05
120021000;13.45;15.45;0.00;2.93
120022000;13.45;15.45;0.00;3.01
120023000;13.45;15.45;0.00;3.03
120029000;13.45;15.45;0.00;2.95
120031000;13.45;15.45;0.00;3.02
120032100;13.45;15.45;0.00;3.02
120032900;13.45;15.45;0.00;3.02
120033000;13.45;15.45;0.00;3.00
120034000;13.45;15.45;0.00;3.02
120035000;13.45;15.45;0.00;3.02
120036000;13.45;15.45;0.00;3.02
120037000;13.45;15.45;0.00;3.02
120038010;13.45;15.45;0.00;3.02
120038090;13.45;15.45;0.00;3.02
120039000;13.45;15.45;0.00;3.02
1201;13.45;15.45;0.00;2.84
12011000;13.45;15.45;18.00;0.00
12019000;13.45;20.15;18.00;0.00
1202;13.45;15.45;0.00;2.80
12023000;13.45;15.45;18.00;0.00
12024100;13.45;20.15;18.00;0.00
12024200;13.45;21.23;18.00;0.00
1203;13.45;15.45;0.00;2.84
12030000;13.45;20.15;18.00;0.00
1204;13.45;15.45;0.00;3.20
12040010;13.45;15.45;18.00;0.00
12040090;13.45;20.15;18.00;0.00
1205;13.45;15.45;0.00;3.16
12051010;13.45;15.45;18.00;0.00
12051090;13.45;20.15;18.00;0.00
12059010;13.45;15.45;18.00;0.00
12059090;13.45;20.15;18.00;0.00
1206;13.45;15.45;0.00;3.22
12060010;13.45;15.45;18.00;0.00
12060090;13.45;20.15;18.00;0.00
1207;13.45;15.45;0.00;2.96
12071010;13.45;15.45;18.00;0.00
12071090;13.45;20.15;18.00;0.00
12072100;13.45;15.45;18.00;0.00
12072900;13.45;20.15;18.00;0.00
12073010;13.45;15.45;18.00;0.00
12073090;13.45;20.15;18.00;0.00
12074010;13.45;15.45;18.00;0.00
12074090;13.45;20.15;18.00;0.00
12075010;13.45;15.45;18.00;0.00
12075090;13.45;20.15;18.00;0.00
12076010;13.45;15.45;18.00;0.00
12076090;13.45;20.15;18.00;0.00
12077010;13.45;15.45;18.00;0.00
12077090;13.45;20.15;18.00;0.00
12079110;13.45;15.45;18.00;0.00
12079190;13.45;20.15;18.00;0.00
12079910;13.45;15.45;18.00;0.00
12079990;13.45;20.15;18.00;0.00
1208;13.45;15.45;0.00;3.26
12081000;13.45;21.23;18.00;0.00
12089000;13.45;21.23;18.00;0.00
1209;13.45;15.45;0.00;3.30
12091000;13.45;15.45;18.00;0.00
12092100;13.45;15.45;18.00;0.00
12092200;13.45;15.45;18.00;0.00
12092300;13.45;15.45;18.00;0.00
12092400;13.45;15.45;18.00;0.00
12092500;13.45;15.45;18.00;0.00
12092900;13.45;15.45;18.00;0.00
12093000;13.45;15.45;18.00;0.00
12099100;13.45;15.45;18.00;0.00
12099900;13.45;15.45;18.00;0.00
1210;13.45;15.45;0.00;3.21
12101000;13.45;20.15;18.00;0.00
121011000;13.45;15.45;0.00;3.07
121012100;13.45;15.45;0.00;3.07
121012200;13.45;15.45;0.00;3.07
121012300;13.45;15.45;0.00;3.07
121013000;13.45;15.45;0.00;3.07
121019000;13.45;15.45;0.00;3.07
12102010;13.45;20.15;18.00;0.00
12102020;13.45;20.15;18.00;0.00
1211;13.45;15.45;0.00;2.93
12112000;13.45;20.15;18.00;0.00
12113000;13.45;20.15;18.00;0.00
12114000;13.45;20.15;18.00;0.00
12115000;13.45;20.15;18.00;0.00
12116000;13.45;20.15;18.00;0.00
12119010;13.45;20.15;18.00;0.00
12119090;13.45;20.15;18.00;0.00
1212;13.45;15.45;0.00;3.02
12122100;13.45;19.04;18.00;0.00
12122900;13.45;19.04;18.00;0.00
12129100;13.45;20.15;18.00;0.00
12129200;13.45;20.15;18.00;0.00
12129300;13.45;20.15;18.00;0.00
12129400;13.45;20.15;18.00;0.00
12129910;13.45;20.15;18.00;0.00
12129990;13.45;20.15;18.00;0.00
1213;13.45;15.45;0.00;3.19
12130000;13.45;20.15;18.00;0.00
1214;13.45;15.45;0.00;3.05
12141000;13.45;20.15;18.00;0.00
12149000;13.45;20.15;18.00;0.00
1215;13.45;15.45;0.00;2.98
1216;13.45;15.45;0.00;2.84
1217;13.45;15.45;0.00;2.98
121900000;13.45;15.45;0.00;5.00
122011100;13.45;15.45;0.00;2.41
122011200;13.45;15.45;0.00;2.41
122011900;13.45;15.45;0.00;2.41
122012000;13.45;15.45;0.00;2.41
122013000;13.45;15.45;0.00;2.41
122020000;13.45;15.45;0.00;2.41
122031000;13.45;15.45;0.00;2.41
122032000;13.45;15.45;0.00;2.41
122033000;13.45;15.45;0.00;2.41
122041000;13.45;15.45;0.00;2.41
122042000;13.45;15.45;0.00;2.41
122043000;13.45;15.45;0.00;2.41
122044000;13.45;15.45;0.00;2.41
122050000;13.45;15.45;0.00;2.41
122901100;13.45;15.45;0.00;5.00
122901200;13.45;15.45;0.00;5.00
122901300;13.45;15.45;0.00;5.00
122901910;13.45;15.45;0.00;5.00
122901990;13.45;15.45;0.00;5.00
122902000;13.45;15.45;0.00;5.00
123011100;13.45;15.45;0.00;2.76
123011200;13.45;15.45;0.00;2.76
123011300;13.45;15.45;0.00;2.76
123011400;13.45;15.45;0.00;3.12
123011500;13.45;15.45;0.00;2.62
123011600;13.45;15.45;0.00;2.57
123011700;13.45;15.45;0.00;2.57
123011800;13.45;15.45;0.00;2.57
123011910;13.45;15.45;0.00;2.57
123011920;13.45;15.45;0.00;2.57
123011990;13.45;15.45;0.00;2.57
123012100;13.45;15.45;0.00;2.57
123012200;13.45;15.45;0.00;2.74
123012300;13.45;15.45;0.00;2.81
123019100;13.45;15.45;0.00;2.76
123019200;13.45;15.45;0.00;2.76
123019300;13.45;15.45;0.00;2.57
123019400;13.45;15.45;0.00;2.84
123019500;13.45;15.45;0.00;2.80
123019600;13.45;15.45;0.00;2.80
123019900;13.45;15.45;0.00;2.76
123021000;13.45;15.45;0.00;2.00
123029000;13.45;15.45;0.00;2.00
123030000;13.45;15.45;0.00;2.57
123040000;13.45;15.45;0.00;2.57
123051100;13.45;15.45;0.00;2.57
123051200;13.45;15.45;0.00;2.56
123051300;13.45;15.45;0.00;2.57
123051900;13.45;15.45;0.00;2.74
123052100;13.45;15.45;0.00;2.57
123052200;13.45;15.45;0.00;2.57
123052300;13.45;15.45;0.00;2.57
123052400;13.45;15.45;0.00;2.57
123052500;13.45;15.45;0.00;2.57
123052910;13.45;15.45;0.00;2.57
123052990;13.45;15.45;0.00;2.57
123060000;13.45;15.45;0.00;2.81
124010000;13.45;15.45;0.00;2.00
124021000;13.45;15.45;0.00;2.00
124022000;13.45;15.45;0.00;2.00
124031000;13.45;15.45;0.00;3.16
124032000;13.45;15.45;0.00;3.16
124033100;13.45;15.45;0.00;3.16
124033200;13.45;15.45;0.00;3.16
124033300;13.45;15.45;0.00;3.16
124033900;13.45;15.45;0.00;3.16
124034000;13.45;15.45;0.00;3.16
124039000;13.45;15.45;0.00;3.16
124041000;13.45;15.45;0.00;3.16
124042000;13.45;15.45;0.00;3.16
124043100;13.45;15.45;0.00;3.16
124043200;13.45;15.45;0.00;3.16
124043300;13.45;15.45;0.00;3.16
124043900;13.45;15.45;0.00;3.16
124044000;13.45;15.45;0.00;3.16
124049000;13.45;15.45;0.00;3.16
124051000;13.45;15.45;0.00;3.16
124059000;13.45;15.45;0.00;3.16
124061000;13.45;15.45;0.00;3.17
124062000;13.45;15.45;0.00;3.24
124063000;13.45;15.45;0.00;2.00
124069000;13.45;15.45;0.00;2.00
124071100;13.45;15.45;0.00;2.00
124071200;13.45;15.45;0.00;2.00
124071300;13.45;15.45;0.00;2.00
124071400;13.45;15.45;0.00;2.00
124072000;13.45;15.45;0.00;2.00
124079000;13.45;15.45;0.00;2.00
125011100;13.45;15.45;0.00;3.05
125011200;13.45;15.45;0.00;3.05
125012100;13.45;15.45;0.00;2.84
125012200;13.45;15.45;0.00;2.84
125013100;13.45;15.45;0.00;3.05
125013200;13.45;15.45;0.00;3.05
125013300;13.45;15.45;0.00;3.05
125013400;13.45;15.45;0.00;3.05
125013500;13.45;15.45;0.00;3.05
125013600;13.45;15.45;0.00;3.05
125013700;13.45;15.45;0.00;3.05
125013900;13.45;15.45;0.00;3.05
125014000;13.45;15.45;0.00;2.84
125015000;13.45;15.45;0.00;2.80
125019000;13.45;15.45;0.00;5.00
125021000;13.45;15.45;0.00;2.96
125022000;13.45;15.45;0.00;2.96
125023000;13.45;15.45;0.00;3.07
125029000;13.45;15.45;0.00;3.07
125031000;13.45;15.45;0.00;2.99
125032000;13.45;15.45;0.00;2.70
125041100;13.45;15.45;0.00;2.95
125041200;13.45;15.45;0.00;2.00
125042100;13.45;15.45;0.00;2.91
125042200;13.45;15.45;0.00;2.00
125051100;13.45;15.45;0.00;3.21
125051200;13.45;15.45;0.00;2.93
125059000;13.45;15.45;0.00;2.98
125060000;13.45;15.45;0.00;2.00
125071000;13.45;15.45;0.00;3.16
125079000;13.45;15.45;0.00;3.19
125900000;13.45;15.45;0.00;5.00
126011000;13.45;15.45;0.00;2.90
126012000;13.45;15.45;0.00;2.90
126013000;13.45;15.45;0.00;2.90
126019000;13.45;15.45;0.00;2.90
126021000;13.45;15.45;0.00;2.85
126022000;13.45;15.45;0.00;2.85
126023000;13.45;15.45;0.00;2.96
126029000;13.45;15.45;0.00;2.99
126030000;13.45;15.45;0.00;3.09
126900000;13.45;15.45;0.00;5.00
127011000;13.45;15.45;0.00;3.08
127012000;13.45;15.45;0.00;2.98
127013100;13.45;15.45;0.00;3.08
127013200;13.45;15.45;0.00;3.08
127013300;13.45;15.45;0.00;3.08
127013900;13.45;15.45;0.00;3.08
127014000;13.45;15.45;0.00;3.08
127015000;13.45;15.45;0.00;3.08
127019000;13.45;15.45;0.00;3.08
127021000;13.45;15.45;0.00;3.08
127022000;13.45;15.45;0.00;3.08
127023000;13.45;15.45;0.00;3.08
127029000;13.45;15.45;0.00;3.08
127030000;13.45;15.45;0.00;3.08
127040000;13.45;15.45;0.00;3.08
127050000;13.45;15.45;0.00;3.08
127900000;13.45;15.45;0.00;5.00
1301;13.45;15.45;0.00;2.00
13012000;13.45;17.88;18.00;0.00
13019010;13.45;17.88;18.00;0.00
13019090;13.45;20.15;18.00;0.00
1302;13.45;15.45;0.00;3.02
13021110;13.45;20.15;18.00;0.00
13021190;13.45;20.15;18.00;0.00
13021200;13.45;20.15;18.00;0.00
13021300;15.65;17.65;18.00;0.00
13021400;13.45;20.15;18.00;0.00
13021910;13.45;20.15;18.00;0.00
13021920;13.45;20.15;18.00;0.00
13021930;13.45;15.45;18.00;0.00
13021940;13.45;15.45;18.00;0.00
13021950;13.45;15.45;18.00;0.00
13021960;13.45;23.28;18.00;0.00
13021991;13.45;15.45;18.00;0.00
13021999;13.45;20.15;18.00;0.00
13022010;13.45;20.15;18.00;0.00
13022090;13.45;20.15;18.00;0.00
13023100;13.45;21.23;18.00;0.00
13023211;13.45;20.15;18.00;0.00
13023219;13.45;20.15;18.00;0.00
13023220;13.45;15.45;18.00;0.00
13023910;13.45;21.23;18.00;0.00
13023990;13.45;20.15;18.00;0.00
1303;13.45;15.45;0.00;3.02
1304;13.45;15.45;0.00;3.00
1305;13.45;15.45;0.00;2.27
1401;13.45;15.45;0.00;3.05
14011000;13.45;19.04;18.00;0.00
14012000;13.45;19.04;18.00;0.00
14019000;13.45;19.04;18.00;0.00
1402;13.45;15.45;0.00;3.02
1403;13.45;15.45;0.00;3.00
1404;13.45;15.45;0.00;3.01
14042010;13.45;19.04;7.00;0.00
14042090;13.45;19.04;7.00;0.00
14049010;13.45;19.04;7.00;0.00
14049090;13.45;19.04;7.00;0.00
1405;13.45;15.45;0.00;3.03
1406;13.45;15.45;0.00;3.02
1407;13.45;15.45;0.00;2.78
1408;13.45;15.45;0.00;2.76
1409;13.45;15.45;0.00;2.93
1410;13.45;15.45;0.00;2.90
1411;13.45;15.45;0.00;2.98
1412;13.45;15.45;0.00;2.90
1413;13.45;15.45;0.00;2.90
1501;13.45;15.45;0.00;4.90
15011000;13.45;20.15;18.00;0.00
15012000;13.45;20.15;18.00;0.00
15019000;13.45;20.15;18.00;0.00
1502;13.45;15.45;0.00;4.91
15021011;13.45;19.04;18.00;0.00
15021012;13.45;19.04;18.00;0.00
15021019;13.45;19.04;18.00;0.00
15021090;13.45;19.04;18.00;0.00
15029000;13.45;19.04;18.00;0.00
1503;13.45;15.45;0.00;4.91
15030000;13.45;20.15;18.00;0.00
1504;13.45;15.45;0.00;5.00
15041011;13.45;17.88;18.00;0.00
15041019;13.45;17.88;18.00;0.00
15041090;13.45;21.23;18.00;0.00
15042000;13.45;21.23;18.00;0.00
15043000;13.45;21.23;18.00;0.00
1505;13.45;15.45;0.00;4.91
15050010;13.45;20.15;18.00;0.00
15050090;13.45;19.04;18.00;0.00
1506;13.45;15.45;0.00;4.91
15060000;13.45;19.04;18.00;0.00
1507;13.45;15.45;0.00;4.91
15071000;13.45;21.23;18.00;0.00
15079011;13.45;22.27;18.00;0.00
15079019;13.45;22.27;18.00;0.00
15079090;13.45;21.23;18.00;0.00
1508;13.45;15.45;0.00;4.91
15081000;13.45;21.23;18.00;0.00
15089000;13.45;22.27;18.00;0.00
1509;13.45;15.45;0.00;3.71
15092000;13.45;15.45;18.00;0.00
15093000;13.45;21.23;18.00;0.00
15094000;13.45;21.23;18.00;0.00
15099010;13.45;21.23;18.00;0.00
15099090;13.45;21.23;18.00;0.00
1510;13.45;15.45;0.00;4.91
15101000;13.45;21.23;18.00;0.00
15109000;13.45;21.23;18.00;0.00
1511;13.45;15.45;0.00;4.91
15111000;13.45;21.23;18.00;0.00
15119000;13.45;15.45;18.00;0.00
1512;13.45;15.45;0.00;5.00
15121110;13.45;15.45;18.00;0.00
15121120;13.45;21.23;18.00;0.00
15121911;13.45;22.27;18.00;0.00
15121919;13.45;22.27;18.00;0.00
15121920;13.45;21.23;18.00;0.00
15122100;13.45;21.23;18.00;0.00
15122910;13.45;21.23;18.00;0.00
15122990;13.45;21.23;18.00;0.00
1513;13.45;15.45;0.00;5.00
15131100;13.45;21.23;18.00;0.00
15131900;13.45;21.23;18.00;0.00
15132110;13.45;21.23;18.00;0.00
15132111;13.45;21.23;18.00;0.00
15132119;13.45;21.23;18.00;0.00
15132120;13.45;21.23;18.00;0.00
15132910;13.45;21.23;18.00;0.00
15132911;13.45;21.23;18.00;0.00
15132919;13.45;15.45;18.00;0.00
15132920;13.45;21.23;18.00;0.00
1514;13.45;15.45;0.00;5.00
15141100;13.45;21.23;18.00;0.00
15141910;13.45;21.23;18.00;0.00
15141990;13.45;21.23;18.00;0.00
15149100;13.45;21.23;18.00;0.00
15149910;13.45;21.23;18.00;0.00
15149990;13.45;21.23;18.00;0.00
1515;13.45;15.45;0.00;5.00
15151100;13.45;21.23;18.00;0.00
15151900;13.45;21.23;18.00;0.00
15152100;13.45;21.23;18.00;0.00
15152910;13.45;21.23;18.00;0.00
15152990;13.45;21.23;18.00;0.00
15153000;13.45;21.23;18.00;0.00
15155000;13.45;21.23;18.00;0.00
15156000;13.45;21.23;18.00;0.00
15159010;13.45;21.23;18.00;0.00
15159021;13.45;21.23;18.00;0.00
15159022;13.45;21.23;18.00;0.00
15159090;13.45;21.23;18.00;0.00
1516;13.45;15.45;0.00;5.00
15161000;13.45;21.23;18.00;0.00
15162000;13.45;21.23;18.00;0.00
15163000;13.45;21.23;18.00;0.00
1517;13.45;15.45;0.00;5.00
15171000;13.45;22.27;18.00;0.00
15179010;13.45;22.27;18.00;0.00
15179090;13.45;22.27;18.00;0.00
1518;13.45;15.45;0.00;5.00
15180010;13.45;21.23;18.00;0.00
15180090;13.45;21.23;18.00;0.00
15200010;13.45;20.15;18.00;0.00
15200020;13.45;21.23;18.00;0.00
15211000;13.45;21.23;18.00;0.00
15219011;13.45;21.23;7.00;0.00
15219019;13.45;21.23;7.00;0.00
15219090;13.45;21.23;18.00;0.00
15220000;13.45;21.23;18.00;0.00
1601;13.45;15.45;0.00;3.06
16010000;13.45;24.26;18.00;0.00
16021000;13.45;24.26;18.00;0.00
16022000;13.45;24.26;18.00;0.00
16023100;13.45;24.26;18.00;0.00
16023210;13.45;24.26;18.00;0.00
16023220;13.45;24.26;18.00;0.00
16023230;13.45;24.26;18.00;0.00
16023290;13.45;24.26;18.00;0.00
16023900;13.45;24.26;18.00;0.00
16024100;13.45;24.26;18.00;0.00
16024200;13.45;24.26;18.00;0.00
16024900;13.45;24.26;18.00;0.00
16025000;13.45;24.26;18.00;0.00
16029000;13.45;24.26;18.00;0.00
16030000;13.45;24.26;18.00;0.00
16041100;15.65;26.46;18.00;0.00
16041200;15.65;26.46;18.00;0.00
16041310;13.45;15.45;18.00;0.00
16041390;13.45;24.26;18.00;0.00
16041410;13.45;24.26;18.00;0.00
16041420;13.45;24.26;18.00;0.00
16041430;13.45;24.26;18.00;0.00
16041500;13.45;24.26;18.00;0.00
16041600;13.45;24.26;18.00;0.00
16041700;13.45;24.26;18.00;0.00
16041800;13.45;24.26;18.00;0.00
16041900;13.45;24.26;18.00;0.00
16042010;13.45;24.26;18.00;0.00
16042020;13.45;24.26;18.00;0.00
16042030;13.45;24.26;18.00;0.00
16042090;13.45;24.26;18.00;0.00
16043100;15.65;26.46;18.00;0.00
16043200;15.65;26.46;18.00;0.00
16051000;13.45;24.26;18.00;0.00
16052100;13.45;24.26;18.00;0.00
16052900;13.45;24.26;18.00;0.00
16053000;13.45;24.26;18.00;0.00
16054000;13.45;24.26;18.00;0.00
16055100;13.45;24.26;18.00;0.00
16055200;13.45;24.26;18.00;0.00
16055300;13.45;24.26;18.00;0.00
16055400;13.45;24.26;18.00;0.00
16055500;13.45;24.26;18.00;0.00
16055600;13.45;24.26;18.00;0.00
16055700;13.45;24.26;18.00;0.00
16055800;13.45;24.26;18.00;0.00
16055900;13.45;24.26;18.00;0.00
16056100;13.45;24.26;18.00;0.00
16056200;13.45;24.26;18.00;0.00
16056300;13.45;24.26;18.00;0.00
16056900;13.45;24.26;18.00;0.00
1701;13.45;15.45;0.00;3.03
17011200;15.65;26.46;18.00;0.00
17011300;15.65;26.46;18.00;0.00
17011400;13.45;15.45;18.00;0.00
17019100;15.65;26.46;18.00;0.00
17019900;13.45;24.26;18.00;0.00
1702;13.45;15.45;0.00;2.94
17021100;13.45;24.26;18.00;0.00
17021900;13.45;24.26;18.00;0.00
17022000;13.45;24.26;18.00;0.00
17023011;13.45;24.26;18.00;0.00
17023019;15.65;26.46;18.00;0.00
17023020;13.45;24.26;18.00;0.00
17024010;13.45;24.26;18.00;0.00
17024020;13.45;24.26;18.00;0.00
17025000;13.45;24.26;18.00;0.00
17026010;13.45;24.26;18.00;0.00
17026020;13.45;24.26;18.00;0.00
17029000;15.65;26.46;18.00;0.00
1703;13.45;15.45;0.00;3.03
17031000;15.65;26.46;18.00;0.00
17039000;15.65;26.46;18.00;0.00
1704;13.45;15.45;0.00;3.05
17041000;15.65;28.33;18.00;0.00
17049010;15.65;28.33;18.00;0.00
17049020;15.65;28.33;18.00;0.00
17049090;15.65;28.33;18.00;0.00
1705;13.45;15.45;0.00;3.01
1706;13.45;15.45;0.00;3.07
1707;13.45;15.45;0.00;2.00
1708;13.45;15.45;0.00;3.17
1709;13.45;15.45;0.00;3.00
1710;13.45;15.45;0.00;3.05
1711;13.45;15.45;0.00;2.79
1712;13.45;15.45;0.00;2.79
1713;13.45;15.45;0.00;2.84
1714;13.45;15.45;0.00;3.00
1715;13.45;15.45;0.00;2.92
1716;13.45;15.45;0.00;3.02
1717;13.45;15.45;0.00;2.98
1718;13.45;15.45;0.00;2.98
1719;13.45;15.45;0.00;2.97
1720;13.45;15.45;0.00;2.93
1721;13.45;15.45;0.00;3.07
1722;13.45;15.45;0.00;3.16
1723;13.45;15.45;0.00;3.15
1724;13.45;15.45;0.00;2.47
1801;13.45;15.45;0.00;3.05
18010000;13.45;21.23;18.00;0.00
18020000;13.45;21.23;18.00;0.00
18031000;13.45;22.27;18.00;0.00
18032000;13.45;22.27;18.00;0.00
18040000;13.45;22.27;18.00;0.00
18050000;13.45;23.28;18.00;0.00
18061000;13.45;25.21;18.00;0.00
18062000;13.45;25.21;18.00;0.00
18063110;15.65;28.33;18.00;0.00
18063120;15.65;28.33;18.00;0.00
18063210;15.65;28.33;18.00;0.00
18063220;15.65;28.33;18.00;0.00
18069000;15.65;28.33;18.00;0.00
1901;13.45;15.45;0.00;3.11
19011010;13.45;25.11;18.00;0.00
19011020;13.45;25.21;18.00;0.00
19011030;13.45;25.21;18.00;0.00
19011090;13.45;25.21;18.00;0.00
19012010;13.45;23.28;18.00;0.00
19012020;13.45;23.28;18.00;0.00
19012090;13.45;23.28;18.00;0.00
19019010;13.45;23.28;18.00;0.00
19019020;13.45;25.11;18.00;0.00
19019090;13.45;24.26;18.00;0.00
19021100;13.45;24.26;18.00;0.00
19021900;13.45;15.45;18.00;0.00
19022000;13.45;24.26;18.00;0.00
19023000;13.45;24.26;18.00;0.00
19024000;13.45;24.26;18.00;0.00
19030000;13.45;24.26;18.00;0.00
19041000;13.45;24.26;18.00;0.00
19042000;13.45;24.26;18.00;0.00
19043000;13.45;24.26;18.00;0.00
19049000;13.45;24.26;18.00;0.00
19051000;13.45;25.21;18.00;0.00
19052010;13.45;25.21;18.00;0.00
19052090;13.45;25.21;18.00;0.00
19053100;13.45;25.21;18.00;0.00
19053200;13.45;25.21;18.00;0.00
19054000;13.45;25.21;18.00;0.00
19059010;13.45;25.21;18.00;0.00
19059020;13.45;15.45;18.00;0.00
19059090;13.45;25.21;18.00;0.00
2001;13.45;15.45;0.00;2.82
20011000;13.45;23.28;7.00;0.00
20019000;13.45;23.28;7.00;0.00
2002;13.45;15.45;0.00;2.98
20021000;13.45;23.28;7.00;0.00
20029000;13.45;23.28;7.00;0.00
2003;13.45;15.45;0.00;2.93
20031000;13.45;23.28;7.00;0.00
20039000;13.45;23.28;7.00;0.00
20041000;13.45;23.28;7.00;0.00
20049000;13.45;23.28;7.00;0.00
20051000;13.45;23.28;7.00;0.00
20052000;13.45;23.28;7.00;0.00
20054000;13.45;23.28;7.00;0.00
20055100;13.45;23.28;7.00;0.00
20055900;13.45;23.28;7.00;0.00
20056000;13.45;23.28;7.00;0.00
20057000;13.45;23.28;7.00;0.00
20058000;13.45;23.28;7.00;0.00
20059100;13.45;23.28;7.00;0.00
20059900;13.45;23.28;7.00;0.00
20060000;13.45;23.28;7.00;0.00
20071000;13.45;23.28;7.00;0.00
20079100;13.45;23.28;7.00;0.00
20079910;13.45;23.28;7.00;0.00
20079921;13.45;23.28;7.00;0.00
20079922;13.45;23.28;7.00;0.00
20079923;13.45;23.28;7.00;0.00
20079924;13.45;23.28;7.00;0.00
20079925;13.45;23.28;7.00;0.00
20079926;13.45;23.28;7.00;0.00
20079927;13.45;23.28;7.00;0.00
20079929;13.45;23.28;7.00;0.00
20079990;13.45;23.28;7.00;0.00
