ncm;nac;imp;est;mun
48119011;15.65;17.65;18.00;0.00
48119019;15.65;27.31;18.00;0.00
48119020;15.65;17.65;18.00;0.00
48119090;15.65;24.47;18.00;0.00
48120000;13.45;22.27;18.00;0.00
48131000;29.29;38.11;18.00;0.00
48132000;29.29;38.11;18.00;0.00
48139000;29.29;38.11;18.00;0.00
48142000;19.67;29.50;18.00;0.00
48149000;21.50;31.33;18.00;0.00
48162000;15.65;26.46;18.00;0.00
48169010;19.67;30.48;18.00;0.00
48169090;19.67;29.50;18.00;0.00
48171000;15.65;26.46;18.00;0.00
48172000;15.65;26.46;18.00;0.00
48173000;15.65;26.46;18.00;0.00
48181000;13.45;24.26;18.00;0.00
48182000;15.65;26.46;18.00;0.00
48183000;15.65;26.46;18.00;0.00
48185000;15.65;26.46;18.00;0.00
48189010;15.65;26.46;18.00;0.00
48189090;15.65;26.46;18.00;0.00
48191000;22.58;33.39;18.00;0.00
48192000;19.67;30.48;18.00;0.00
48193000;19.67;30.48;18.00;0.00
48194000;19.67;30.48;18.00;0.00
48195000;19.67;30.48;18.00;0.00
48196000;19.67;30.48;18.00;0.00
48201000;19.67;30.48;18.00;0.00
48202000;13.45;24.26;18.00;0.00
48203000;19.67;30.48;18.00;0.00
48204000;15.65;26.46;18.00;0.00
48205000;19.67;30.48;18.00;0.00
48209000;19.67;30.48;18.00;0.00
48211000;13.45;24.26;18.00;0.00
48219000;13.45;24.26;18.00;0.00
48221000;17.72;28.53;18.00;0.00
48229000;17.72;28.53;18.00;0.00
48232010;19.67;21.67;18.00;0.00
48232091;19.67;28.49;18.00;0.00
48232099;19.67;31.33;18.00;0.00
48234000;19.67;30.48;18.00;0.00
48236100;19.67;30.48;18.00;0.00
48236900;19.67;30.48;18.00;0.00
48237000;19.67;31.33;18.00;0.00
48239010;19.67;21.67;18.00;0.00
48239020;19.67;21.67;18.00;0.00
48239091;19.67;28.49;18.00;0.00
48239099;19.67;31.33;18.00;0.00
49011000;13.45;15.45;18.00;0.00
49019100;13.45;15.45;18.00;0.00
49019900;13.45;15.45;18.00;0.00
49021000;13.45;15.45;18.00;0.00
49029000;13.45;15.45;18.00;0.00
49030000;13.45;24.26;18.00;0.00
49040000;13.45;15.45;18.00;0.00
49052000;13.45;15.45;18.00;0.00
49059000;13.45;17.88;18.00;0.00
49060000;13.45;17.88;18.00;0.00
49070010;13.45;15.45;18.00;0.00
49070020;13.45;15.45;18.00;0.00
49070030;13.45;15.45;18.00;0.00
49070090;13.45;24.26;18.00;0.00
49081000;13.45;24.26;18.00;0.00
49089000;13.45;24.26;18.00;0.00
49090000;13.45;24.26;18.00;0.00
49100000;17.72;28.53;18.00;0.00
49111010;13.45;15.45;18.00;0.00
49111090;13.45;25.11;18.00;0.00
49119100;13.45;24.26;18.00;0.00
49119900;13.45;24.26;18.00;0.00
50010000;13.45;17.88;18.00;0.00
50020000;13.45;17.88;18.00;0.00
50030010;13.45;17.88;18.00;0.00
50030090;13.45;17.88;18.00;0.00
50040000;13.45;26.13;18.00;0.00
50050000;13.45;26.13;18.00;0.00
50060000;13.45;26.13;18.00;0.00
50071010;13.45;29.89;18.00;0.00
50071090;13.45;29.89;18.00;0.00
50072010;13.45;29.89;18.00;0.00
50072090;13.45;29.89;18.00;0.00
50079000;13.45;29.89;18.00;0.00
51011110;13.45;20.15;18.00;0.00
51011190;13.45;20.15;18.00;0.00
51011900;13.45;20.15;18.00;0.00
51012100;13.45;20.15;18.00;0.00
51012900;13.45;20.15;18.00;0.00
51013000;13.45;20.15;18.00;0.00
51021100;13.45;20.15;18.00;0.00
51021900;13.45;20.15;18.00;0.00
51022000;13.45;20.15;18.00;0.00
51031000;13.45;19.04;18.00;0.00
51032000;13.45;19.04;18.00;0.00
51033000;13.45;19.04;18.00;0.00
51040000;13.45;19.04;18.00;0.00
51051000;13.45;21.23;18.00;0.00
51052100;13.45;21.23;18.00;0.00
51052910;13.45;21.23;18.00;0.00
51052991;13.45;21.23;18.00;0.00
51052999;13.45;21.23;18.00;0.00
51053100;13.45;21.23;18.00;0.00
51053900;13.45;21.23;18.00;0.00
51054000;13.45;21.23;18.00;0.00
51061000;13.45;26.13;18.00;0.00
51062000;13.45;26.13;18.00;0.00
51071011;13.45;26.13;18.00;0.00
51071019;13.45;26.13;18.00;0.00
51071090;13.45;26.13;18.00;0.00
51072000;13.45;26.13;18.00;0.00
51081000;13.45;26.13;18.00;0.00
51082000;13.45;26.13;18.00;0.00
51091000;13.45;26.13;18.00;0.00
51099000;13.45;26.13;18.00;0.00
51100000;13.45;26.13;18.00;0.00
51111110;13.45;29.89;18.00;0.00
51111120;13.45;29.89;18.00;0.00
51111900;13.45;29.89;18.00;0.00
51112000;13.45;29.89;18.00;0.00
51113010;13.45;15.45;18.00;0.00
51113090;13.45;29.89;18.00;0.00
51119000;13.45;29.89;18.00;0.00
51121100;13.45;29.89;18.00;0.00
51121910;13.45;29.89;18.00;0.00
51121920;13.45;29.89;18.00;0.00
51122010;13.45;29.89;18.00;0.00
51122020;13.45;29.89;18.00;0.00
51123010;13.45;29.89;18.00;0.00
51123020;13.45;29.89;18.00;0.00
51129000;13.45;29.89;18.00;0.00
51130011;13.45;29.89;18.00;0.00
51130012;13.45;29.89;18.00;0.00
51130013;13.45;29.89;18.00;0.00
51130020;13.45;29.89;18.00;0.00
52010010;13.45;19.04;18.00;0.00
52010020;13.45;19.04;18.00;0.00
52010090;13.45;19.04;18.00;0.00
52021000;13.45;19.04;18.00;0.00
52029100;13.45;19.04;18.00;0.00
52029900;13.45;19.04;18.00;0.00
52030000;13.45;20.15;18.00;0.00
52041111;13.45;26.13;18.00;0.00
52041112;13.45;26.13;18.00;0.00
52041120;13.45;26.13;18.00;0.00
52041131;13.45;26.13;18.00;0.00
52041132;13.45;26.13;18.00;0.00
52041140;13.45;26.13;18.00;0.00
52041911;13.45;26.13;18.00;0.00
52041912;13.45;26.13;18.00;0.00
52041920;13.45;26.13;18.00;0.00
52041931;13.45;26.13;18.00;0.00
52041932;13.45;26.13;18.00;0.00
52041940;13.45;26.13;18.00;0.00
52042000;13.45;26.13;18.00;0.00
52051100;13.45;26.13;18.00;0.00
52051200;13.45;26.13;18.00;0.00
52051310;13.45;26.13;18.00;0.00
52051390;13.45;26.13;18.00;0.00
52051400;13.45;26.13;18.00;0.00
52051500;13.45;26.13;18.00;0.00
52052100;13.45;26.13;18.00;0.00
52052200;13.45;26.13;18.00;0.00
52052310;13.45;26.13;18.00;0.00
52052390;13.45;26.13;18.00;0.00
52052400;13.45;26.13;18.00;0.00
52052600;13.45;26.13;18.00;0.00
52052700;13.45;26.13;18.00;0.00
52052800;13.45;26.13;18.00;0.00
52053100;13.45;26.13;18.00;0.00
52053200;13.45;26.13;18.00;0.00
52053300;13.45;26.13;18.00;0.00
52053400;13.45;26.13;18.00;0.00
52053500;13.45;26.13;18.00;0.00
52054100;13.45;26.13;18.00;0.00
52054200;13.45;26.13;18.00;0.00
52054300;13.45;26.13;18.00;0.00
52054400;13.45;26.13;18.00;0.00
52054600;13.45;26.13;18.00;0.00
52054700;13.45;26.13;18.00;0.00
52054800;13.45;26.13;18.00;0.00
52061100;13.45;26.13;18.00;0.00
52061200;13.45;26.13;18.00;0.00
52061300;13.45;26.13;18.00;0.00
52061400;13.45;26.13;18.00;0.00
52061500;13.45;26.13;18.00;0.00
52062100;13.45;26.13;18.00;0.00
52062200;13.45;26.13;18.00;0.00
52062300;13.45;26.13;18.00;0.00
52062400;13.45;26.13;18.00;0.00
52062500;13.45;26.13;18.00;0.00
52063100;13.45;26.13;18.00;0.00
52063200;13.45;26.13;18.00;0.00
52063300;13.45;26.13;18.00;0.00
52063400;13.45;26.13;18.00;0.00
52063500;13.45;26.13;18.00;0.00
52064100;13.45;26.13;18.00;0.00
52064200;13.45;26.13;18.00;0.00
52064300;13.45;26.13;18.00;0.00
52064400;13.45;26.13;18.00;0.00
52064500;13.45;26.13;18.00;0.00
52071000;13.45;26.13;18.00;0.00
52079000;13.45;26.13;18.00;0.00
52081100;13.45;29.89;18.00;0.00
52081200;13.45;29.89;18.00;0.00
52081300;13.45;29.89;18.00;0.00
52081900;13.45;29.89;18.00;0.00
52082100;13.45;29.89;18.00;0.00
52082200;13.45;29.89;18.00;0.00
52082300;13.45;29.89;18.00;0.00
52082900;13.45;29.89;18.00;0.00
52083100;13.45;29.89;18.00;0.00
52083200;13.45;29.89;18.00;0.00
52083300;13.45;29.89;18.00;0.00
52083900;13.45;29.89;18.00;0.00
52084100;13.45;29.89;18.00;0.00
52084200;13.45;29.89;18.00;0.00
52084300;13.45;29.89;18.00;0.00
52084900;13.45;29.89;18.00;0.00
52085100;13.45;29.89;18.00;0.00
52085200;13.45;29.89;18.00;0.00
52085910;13.45;29.89;18.00;0.00
52085990;13.45;29.89;18.00;0.00
52091100;13.45;29.89;18.00;0.00
52091200;13.45;29.89;18.00;0.00
52091900;13.45;29.89;18.00;0.00
52092100;13.45;29.89;18.00;0.00
52092200;13.45;29.89;18.00;0.00
52092900;13.45;29.89;18.00;0.00
52093100;13.45;29.89;18.00;0.00
52093200;13.45;29.89;18.00;0.00
52093900;13.45;29.89;18.00;0.00
52094100;13.45;29.89;18.00;0.00
52094210;13.45;29.89;18.00;0.00
52094290;13.45;29.89;18.00;0.00
52094300;13.45;29.89;18.00;0.00
52094900;13.45;29.89;18.00;0.00
52095100;13.45;29.89;18.00;0.00
52095200;13.45;29.89;18.00;0.00
52095900;13.45;29.89;18.00;0.00
52101100;13.45;29.89;18.00;0.00
52101910;13.45;29.89;18.00;0.00
52101990;13.45;29.89;18.00;0.00
52102100;13.45;29.89;18.00;0.00
52102910;13.45;29.89;18.00;0.00
52102990;13.45;29.89;18.00;0.00
52103100;13.45;29.89;18.00;0.00
52103200;13.45;29.89;18.00;0.00
52103900;13.45;29.89;18.00;0.00
52104100;13.45;29.89;18.00;0.00
52104910;13.45;29.89;18.00;0.00
52104990;13.45;29.89;18.00;0.00
52105100;13.45;29.89;18.00;0.00
52105910;13.45;29.89;18.00;0.00
52105990;13.45;29.89;18.00;0.00
52111100;13.45;29.89;18.00;0.00
52111200;13.45;29.89;18.00;0.00
52111900;13.45;29.89;18.00;0.00
52112010;13.45;29.89;18.00;0.00
52112020;13.45;29.89;18.00;0.00
52112090;13.45;29.89;18.00;0.00
52113100;13.45;29.89;18.00;0.00
52113200;13.45;29.89;18.00;0.00
52113900;13.45;29.89;18.00;0.00
52114100;13.45;29.89;18.00;0.00
52114210;13.45;29.89;18.00;0.00
52114290;13.45;29.89;18.00;0.00
52114300;13.45;29.89;18.00;0.00
52114900;13.45;29.89;18.00;0.00
52115100;13.45;29.89;18.00;0.00
52115200;13.45;29.89;18.00;0.00
52115900;13.45;29.89;18.00;0.00
52121100;13.45;29.89;18.00;0.00
52121200;13.45;29.89;18.00;0.00
52121300;13.45;29.89;18.00;0.00
52121400;13.45;29.89;18.00;0.00
52121500;13.45;29.89;18.00;0.00
52122100;13.45;29.89;18.00;0.00
52122200;13.45;29.89;18.00;0.00
52122300;13.45;29.89;18.00;0.00
52122400;13.45;29.89;18.00;0.00
52122500;13.45;29.89;18.00;0.00
53011000;13.45;19.04;18.00;0.00
53012110;13.45;19.04;18.00;0.00
53012120;13.45;19.04;18.00;0.00
53012910;13.45;19.04;18.00;0.00
53012990;13.45;19.04;18.00;0.00
53013000;13.45;19.04;18.00;0.00
53021000;13.45;19.04;18.00;0.00
53029000;13.45;19.04;18.00;0.00
53031010;13.45;15.45;18.00;0.00
53031090;13.45;20.15;18.00;0.00
53039010;13.45;20.15;18.00;0.00
53039090;13.45;20.15;18.00;0.00
53050010;13.45;19.04;18.00;0.00
53050090;13.45;19.04;18.00;0.00
53061000;13.45;26.13;18.00;0.00
53062000;13.45;26.13;18.00;0.00
53071010;13.45;26.13;18.00;0.00
53071090;13.45;26.13;18.00;0.00
53072010;13.45;26.13;18.00;0.00
53072090;13.45;26.13;18.00;0.00
53081000;13.45;26.13;18.00;0.00
53082000;13.45;26.13;18.00;0.00
53089000;13.45;26.13;18.00;0.00
53091100;13.45;29.89;18.00;0.00
53091900;13.45;29.89;18.00;0.00
53092100;13.45;29.89;18.00;0.00
53092900;13.45;29.89;18.00;0.00
53101010;13.45;29.89;18.00;0.00
53101090;13.45;29.89;18.00;0.00
53109000;13.45;29.89;18.00;0.00
53110000;13.45;29.89;18.00;0.00
54011011;13.45;26.13;18.00;0.00
54011012;13.45;25.21;18.00;0.00
54011090;13.45;26.13;18.00;0.00
54012011;13.45;26.13;18.00;0.00
54012012;13.45;25.21;18.00;0.00
54012090;13.45;26.13;18.00;0.00
54021100;13.45;15.45;18.00;0.00
54021910;13.45;26.13;18.00;0.00
54021990;13.45;26.13;18.00;0.00
54022010;13.45;15.45;18.00;0.00
54022090;13.45;15.45;18.00;0.00
54023111;13.45;26.13;18.00;0.00
54023119;13.45;26.13;18.00;0.00
54023190;13.45;26.13;18.00;0.00
54023211;13.45;26.13;18.00;0.00
54023219;13.45;26.13;18.00;0.00
54023290;13.45;26.13;18.00;0.00
54023310;13.45;26.13;18.00;0.00
54023320;13.45;26.13;18.00;0.00
54023390;13.45;26.13;18.00;0.00
54023400;13.45;26.13;18.00;0.00
54023900;13.45;26.13;18.00;0.00
54024400;13.45;26.13;18.00;0.00
54024510;13.45;15.45;18.00;0.00
54024520;13.45;26.13;18.00;0.00
54024590;13.45;26.13;18.00;0.00
54024600;13.45;15.45;18.00;0.00
54024710;13.45;26.13;18.00;0.00
54024720;13.45;26.13;18.00;0.00
54024790;13.45;26.13;18.00;0.00
54024800;13.45;26.13;18.00;0.00
54024910;13.45;15.45;18.00;0.00
54024990;13.45;26.13;18.00;0.00
54025110;13.45;15.45;18.00;0.00
54025190;13.45;26.13;18.00;0.00
54025200;13.45;26.13;18.00;0.00
54025300;13.45;26.13;18.00;0.00
54025900;13.45;26.13;18.00;0.00
54026110;13.45;15.45;18.00;0.00
54026190;13.45;26.13;18.00;0.00
54026200;13.45;26.13;18.00;0.00
54026300;13.45;26.13;18.00;0.00
54026900;13.45;26.13;18.00;0.00
54031000;13.45;26.13;18.00;0.00
54033110;13.45;15.45;18.00;0.00
54033190;13.45;26.13;18.00;0.00
54033200;13.45;26.13;18.00;0.00
54033300;13.45;26.13;18.00;0.00
54033900;13.45;26.13;18.00;0.00
54034100;13.45;26.13;18.00;0.00
54034200;13.45;26.13;18.00;0.00
54034900;13.45;26.13;18.00;0.00
54041100;13.45;26.13;18.00;0.00
54041200;13.45;26.13;18.00;0.00
54041911;13.45;15.45;18.00;0.00
54041919;13.45;26.13;18.00;0.00
54041990;13.45;26.13;18.00;0.00
54049000;13.45;26.13;18.00;0.00
54050000;13.45;26.13;18.00;0.00
54060010;13.45;25.21;18.00;0.00
54060020;13.45;25.21;18.00;0.00
54071011;13.45;15.45;18.00;0.00
54071019;13.45;29.89;18.00;0.00
54071021;13.45;15.45;18.00;0.00
54071029;13.45;29.89;18.00;0.00
54072000;13.45;29.89;18.00;0.00
54073000;13.45;29.89;18.00;0.00
54074100;13.45;29.89;18.00;0.00
54074200;13.45;29.89;18.00;0.00
54074300;13.45;29.89;18.00;0.00
54074400;13.45;29.89;18.00;0.00
54075100;13.45;29.89;18.00;0.00
54075210;13.45;29.89;18.00;0.00
54075220;13.45;29.89;18.00;0.00
54075300;13.45;29.89;18.00;0.00
54075400;13.45;29.89;18.00;0.00
54076100;13.45;29.89;18.00;0.00
54076900;13.45;29.89;18.00;0.00
54077100;13.45;29.89;18.00;0.00
54077200;13.45;29.89;18.00;0.00
54077300;13.45;29.89;18.00;0.00
54077400;13.45;29.89;18.00;0.00
54078100;13.45;29.89;18.00;0.00
54078200;13.45;29.89;18.00;0.00
54078300;13.45;29.89;18.00;0.00
54078400;13.45;29.89;18.00;0.00
54079100;13.45;29.89;18.00;0.00
54079200;13.45;29.89;18.00;0.00
54079300;13.45;29.89;18.00;0.00
54079400;13.45;29.89;18.00;0.00
54081000;13.45;29.89;18.00;0.00
54082100;13.45;29.89;18.00;0.00
54082200;13.45;29.89;18.00;0.00
54082300;13.45;29.89;18.00;0.00
54082400;13.45;29.89;18.00;0.00
54083100;13.45;29.89;18.00;0.00
54083200;13.45;29.89;18.00;0.00
54083300;13.45;29.89;18.00;0.00
54083400;13.45;29.89;18.00;0.00
55011100;13.45;24.26;18.00;0.00
55011900;13.45;24.26;18.00;0.00
55012000;13.45;24.26;18.00;0.00
55013000;13.45;15.45;18.00;0.00
55014000;13.45;24.26;18.00;0.00
55019000;13.45;24.26;18.00;0.00
55021000;24.87;37.55;18.00;0.00
55029010;13.45;15.45;18.00;0.00
55029090;13.45;22.27;18.00;0.00
55031100;13.45;15.45;18.00;0.00
55031910;13.45;15.45;18.00;0.00
55031990;13.45;24.26;18.00;0.00
55032010;13.45;15.45;18.00;0.00
55032090;13.45;15.45;18.00;0.00
55033000;13.45;15.45;18.00;0.00
55034000;13.45;24.26;18.00;0.00
55039010;13.45;15.45;18.00;0.00
55039020;13.45;15.45;18.00;0.00
55039090;13.45;24.26;18.00;0.00
55041000;13.45;15.45;18.00;0.00
55049010;13.45;15.45;18.00;0.00
55049090;13.45;22.27;18.00;0.00
55051000;13.45;24.26;18.00;0.00
55052000;13.45;22.27;18.00;0.00
55061000;13.45;24.26;18.00;0.00
55062000;13.45;24.26;18.00;0.00
55063000;13.45;24.26;18.00;0.00
55064000;13.45;24.26;18.00;0.00
55069000;13.45;24.26;18.00;0.00
55070000;13.45;22.27;18.00;0.00
55081000;13.45;26.13;18.00;0.00
55082000;13.45;26.13;18.00;0.00
55091100;13.45;26.13;18.00;0.00
55091210;13.45;15.45;18.00;0.00
55091290;13.45;26.13;18.00;0.00
55092100;13.45;26.13;18.00;0.00
55092200;13.45;26.13;18.00;0.00
55093100;13.45;26.13;18.00;0.00
55093200;13.45;26.13;18.00;0.00
55094100;13.45;26.13;18.00;0.00
55094200;13.45;26.13;18.00;0.00
55095100;13.45;26.13;18.00;0.00
55095200;13.45;26.13;18.00;0.00
55095300;13.45;26.13;18.00;0.00
55095900;13.45;26.13;18.00;0.00
55096100;13.45;26.13;18.00;0.00
55096200;13.45;26.13;18.00;0.00
55096900;13.45;26.13;18.00;0.00
55099100;13.45;26.13;18.00;0.00
55099200;13.45;26.13;18.00;0.00
55099900;13.45;26.13;18.00;0.00
55101111;13.45;26.13;18.00;0.00
55101112;13.45;26.13;18.00;0.00
55101113;13.45;26.13;18.00;0.00
55101119;13.45;26.13;18.00;0.00
55101190;13.45;26.13;18.00;0.00
55101211;13.45;26.13;18.00;0.00
55101212;13.45;26.13;18.00;0.00
55101213;13.45;26.13;18.00;0.00
55101219;13.45;26.13;18.00;0.00
55101290;13.45;26.13;18.00;0.00
55102011;13.45;26.13;18.00;0.00
55102012;13.45;26.13;18.00;0.00
55102013;13.45;26.13;18.00;0.00
55102019;13.45;26.13;18.00;0.00
55102090;13.45;26.13;18.00;0.00
55103011;13.45;26.13;18.00;0.00
55103012;13.45;26.13;18.00;0.00
55103013;13.45;26.13;18.00;0.00
55103019;13.45;26.13;18.00;0.00
55103090;13.45;26.13;18.00;0.00
55109011;13.45;26.13;18.00;0.00
55109012;13.45;26.13;18.00;0.00
55109013;13.45;26.13;18.00;0.00
55109019;13.45;26.13;18.00;0.00
55109090;13.45;26.13;18.00;0.00
55111000;13.45;25.21;18.00;0.00
55112000;13.45;25.21;18.00;0.00
55113000;13.45;25.21;18.00;0.00
55121100;13.45;29.89;18.00;0.00
55121900;13.45;29.89;18.00;0.00
55122100;13.45;29.89;18.00;0.00
55122900;13.45;29.89;18.00;0.00
55129110;13.45;15.45;18.00;0.00
55129190;13.45;29.89;18.00;0.00
55129910;13.45;15.45;18.00;0.00
55129990;13.45;29.89;18.00;0.00
55131100;13.45;29.89;18.00;0.00
55131200;13.45;29.89;18.00;0.00
55131300;13.45;29.89;18.00;0.00
55131900;13.45;29.89;18.00;0.00
55132100;13.45;29.89;18.00;0.00
55132310;13.45;29.89;18.00;0.00
55132390;13.45;29.89;18.00;0.00
55132900;13.45;29.89;18.00;0.00
55133100;13.45;29.89;18.00;0.00
55133911;13.45;29.89;18.00;0.00
55133919;13.45;29.89;18.00;0.00
55133990;13.45;29.89;18.00;0.00
55134100;13.45;29.89;18.00;0.00
55134911;13.45;29.89;18.00;0.00
55134919;13.45;29.89;18.00;0.00
55134990;13.45;29.89;18.00;0.00
55141100;13.45;29.89;18.00;0.00
55141200;13.45;29.89;18.00;0.00
55141910;13.45;29.89;18.00;0.00
55141990;13.45;29.89;18.00;0.00
55142100;13.45;29.89;18.00;0.00
55142200;13.45;29.89;18.00;0.00
55142300;13.45;29.89;18.00;0.00
55142900;13.45;29.89;18.00;0.00
55143011;13.45;29.89;18.00;0.00
55143012;13.45;29.89;18.00;0.00
55143019;13.45;29.89;18.00;0.00
55143090;13.45;29.89;18.00;0.00
55144100;13.45;29.89;18.00;0.00
55144200;13.45;29.89;18.00;0.00
55144300;13.45;29.89;18.00;0.00
55144900;13.45;29.89;18.00;0.00
55151100;13.45;29.89;18.00;0.00
55151200;13.45;29.89;18.00;0.00
55151300;13.45;29.89;18.00;0.00
55151900;13.45;29.89;18.00;0.00
55152100;13.45;29.89;18.00;0.00
55152200;13.45;29.89;18.00;0.00
55152900;13.45;29.89;18.00;0.00
55159100;13.45;29.89;18.00;0.00
55159910;13.45;29.89;18.00;0.00
55159990;13.45;29.89;18.00;0.00
55161100;13.45;29.89;18.00;0.00
55161200;13.45;29.89;18.00;0.00
55161300;13.45;29.89;18.00;0.00
55161400;13.45;29.89;18.00;0.00
55162100;13.45;29.89;18.00;0.00
55162200;13.45;29.89;18.00;0.00
55162300;13.45;29.89;18.00;0.00
55162400;13.45;29.89;18.00;0.00
55163100;13.45;29.89;18.00;0.00
55163200;13.45;29.89;18.00;0.00
55163300;13.45;29.89;18.00;0.00
55163400;13.45;29.89;18.00;0.00
55164100;13.45;29.89;18.00;0.00
55164200;13.45;29.89;18.00;0.00
55164300;13.45;29.89;18.00;0.00
55164400;13.45;29.89;18.00;0.00
55169100;13.45;29.89;18.00;0.00
55169200;13.45;29.89;18.00;0.00
55169300;13.45;29.89;18.00;0.00
55169400;13.45;29.89;18.00;0.00
56012110;13.45;25.21;18.00;0.00
56012190;13.45;25.21;18.00;0.00
56012211;13.45;15.45;18.00;0.00
56012219;13.45;25.21;18.00;0.00
56012291;24.87;36.63;18.00;0.00
56012299;13.45;25.21;18.00;0.00
56012900;13.45;25.21;18.00;0.00
56013010;13.45;15.45;18.00;0.00
56013090;13.45;25.21;18.00;0.00
56021000;13.45;29.89;18.00;0.00
56022100;13.45;29.89;18.00;0.00
56022900;13.45;29.89;18.00;0.00
56029000;13.45;29.89;18.00;0.00
56031110;13.45;15.45;18.00;0.00
56031120;13.45;29.89;18.00;0.00
56031130;13.45;29.89;18.00;0.00
56031140;13.45;29.89;18.00;0.00
56031190;13.45;29.89;18.00;0.00
56031210;13.45;29.89;18.00;0.00
56031220;13.45;15.45;18.00;0.00
56031230;13.45;29.89;18.00;0.00
56031240;13.45;29.89;18.00;0.00
56031250;13.45;29.89;18.00;0.00
56031290;13.45;29.89;18.00;0.00
56031310;13.45;29.89;18.00;0.00
56031320;13.45;15.45;18.00;0.00
56031330;13.45;29.89;18.00;0.00
56031340;13.45;29.89;18.00;0.00
56031350;13.45;29.89;18.00;0.00
56031390;13.45;29.89;18.00;0.00
56031410;13.45;15.45;18.00;0.00
56031420;13.45;29.89;18.00;0.00
56031430;13.45;29.89;18.00;0.00
56031440;13.45;29.89;18.00;0.00
56031490;13.45;29.89;18.00;0.00
56039110;13.45;29.89;18.00;0.00
56039120;13.45;29.89;18.00;0.00
56039130;13.45;29.89;18.00;0.00
56039190;13.45;29.89;18.00;0.00
56039210;13.45;29.89;18.00;0.00
56039220;13.45;29.89;18.00;0.00
56039230;13.45;29.89;18.00;0.00
56039240;13.45;29.89;18.00;0.00
56039290;13.45;29.89;18.00;0.00
56039310;13.45;29.89;18.00;0.00
56039320;13.45;29.89;18.00;0.00
56039330;13.45;29.89;18.00;0.00
56039340;13.45;29.89;18.00;0.00
56039390;13.45;29.89;18.00;0.00
56039410;13.45;29.89;18.00;0.00
56039420;13.45;29.89;18.00;0.00
56039430;13.45;29.89;18.00;0.00
56039490;13.45;29.89;18.00;0.00
56041000;13.45;25.21;18.00;0.00
56049010;13.45;15.45;18.00;0.00
56049021;13.45;25.21;18.00;0.00
56049022;13.45;25.21;18.00;0.00
56049090;13.45;25.21;18.00;0.00
56050010;13.45;25.21;18.00;0.00
56050020;13.45;25.21;18.00;0.00
56050090;13.45;25.21;18.00;0.00
56060000;13.45;25.21;18.00;0.00
56072100;13.45;25.21;18.00;0.00
56072900;13.45;25.21;18.00;0.00
56074100;13.45;25.21;18.00;0.00
56074900;13.45;25.21;18.00;0.00
56075011;13.45;25.21;18.00;0.00
56075019;13.45;25.21;18.00;0.00
56075090;13.45;25.21;18.00;0.00
56079010;13.45;25.21;18.00;0.00
56079020;13.45;15.45;18.00;0.00
56079090;13.45;25.21;18.00;0.00
56081100;13.45;25.21;18.00;0.00
56081900;13.45;25.21;18.00;0.00
56089000;13.45;25.21;18.00;0.00
56090010;13.45;25.21;18.00;0.00
56090090;13.45;25.21;18.00;0.00
57011011;17.72;37.87;18.00;0.00
57011012;17.72;37.87;18.00;0.00
57011020;17.72;37.87;18.00;0.00
57019000;17.72;37.87;18.00;0.00
57021000;17.72;37.87;18.00;0.00
57022000;17.72;37.87;18.00;0.00
57023100;17.72;37.87;18.00;0.00
57023200;17.72;37.87;18.00;0.00
57023900;17.72;37.87;18.00;0.00
57024100;17.72;37.87;18.00;0.00
57024200;17.72;37.87;18.00;0.00
57024900;17.72;37.87;18.00;0.00
57025010;17.72;37.87;18.00;0.00
57025020;17.72;37.87;18.00;0.00
57025090;17.72;37.87;18.00;0.00
57029100;17.72;37.87;18.00;0.00
57029200;17.72;37.87;18.00;0.00
57029900;17.72;37.87;18.00;0.00
57031000;17.72;37.87;18.00;0.00
57032100;17.72;37.87;18.00;0.00
57032900;17.72;37.87;18.00;0.00
57033100;17.72;37.87;18.00;0.00
57033900;17.72;37.87;18.00;0.00
57039000;17.72;37.87;18.00;0.00
57041000;17.72;37.87;18.00;0.00
57042000;17.72;37.87;18.00;0.00
57049000;17.72;37.87;18.00;0.00
57050000;17.72;37.87;18.00;0.00
58011000;13.45;29.89;18.00;0.00
58012100;13.45;29.89;18.00;0.00
58012200;13.45;29.89;18.00;0.00
58012300;13.45;29.89;18.00;0.00
58012600;13.45;29.89;18.00;0.00
58012700;13.45;29.89;18.00;0.00
58013100;13.45;29.89;18.00;0.00
58013200;13.45;29.89;18.00;0.00
58013300;13.45;29.89;18.00;0.00
58013600;13.45;29.89;18.00;0.00
58013700;13.45;29.89;18.00;0.00
58019000;13.45;29.89;18.00;0.00
58021000;13.45;29.89;18.00;0.00
58022000;13.45;29.89;18.00;0.00
58023000;13.45;29.89;18.00;0.00
58030010;13.45;29.89;18.00;0.00
58030090;13.45;29.89;18.00;0.00
58041010;13.45;29.89;18.00;0.00
58041090;13.45;29.89;18.00;0.00
58042100;13.45;29.89;18.00;0.00
58042910;13.45;29.89;18.00;0.00
58042990;13.45;29.89;18.00;0.00
58043010;13.45;29.89;18.00;0.00
58043090;13.45;29.89;18.00;0.00
58050010;15.65;32.09;18.00;0.00
58050020;15.65;32.09;18.00;0.00
58050090;15.65;32.09;18.00;0.00
58061000;13.45;29.89;18.00;0.00
58062000;13.45;29.89;18.00;0.00
58063100;13.45;29.89;18.00;0.00
58063200;13.45;29.89;18.00;0.00
58063900;13.45;29.89;18.00;0.00
58064000;13.45;29.89;18.00;0.00
58071000;13.45;29.89;18.00;0.00
